"book_num","book_id","chapter","verse","manuscript","date","words"
"25","3JN","1","1","GA 01","325-360","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθια","|"
"25","3JN","1","1","GA 03","325-349","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","GA 02","375-499","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","Nestle","1904","Ὁ","πρεσβύτερος","Γαΐῳ","τῷ","ἀγαπητῷ","ὃν","ἐγὼ","ἀγαπῶ","ἐν","ἀληθείᾳ","|"
"25","3JN","1","1","WH","1885","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","SBL","2010","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","BYZ","2005","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","KJTR","2016","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","1","ST","1550","ο","πρεσβυτεροσ","γαιω","τω","αγαπητω","ον","εγω","αγαπω","εν","αληθεια","|"
"25","3JN","1","2","GA 01","325-360","αγαπητε","περι","παντων","ευχομε","σε","ευοδουσθε","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","GA 03","325-349","αγαπητε","περι","παντω","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","GA 02","375-499","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","Nestle","1904","Ἀγαπητέ","περὶ","πάντων","εὔχομαί","σε","εὐοδοῦσθαι","καὶ","ὑγιαίνειν","καθὼς","εὐοδοῦταί","σου","ἡ","ψυχή","|"
"25","3JN","1","2","WH","1885","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","SBL","2010","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","BYZ","2005","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","KJTR","2016","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","2","ST","1550","αγαπητε","περι","παντων","ευχομαι","σε","ευοδουσθαι","και","υγιαινειν","καθωσ","ευοδουται","σου","η","ψυχη","|"
"25","3JN","1","3","GA 01","325-360","εχαρην","","λιαν","ερχομενων","αδελφω","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","GA 03","325-349","εχαρην","γαρ","λειαν","ερχομενων","αδελφων","και","μαρτυρουν","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","GA 02","375-499","εχαρην","γαρ","λια","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","GA 04","375-499","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουτων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","Nestle","1904","ἐχάρην","γὰρ","λίαν","ἐρχομένων","ἀδελφῶν","καὶ","μαρτυρούντων","σου","τῇ","ἀληθείᾳ","καθὼς","σὺ","ἐν","ἀληθείᾳ","περιπατεῖς","|"
"25","3JN","1","3","WH","1885","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","SBL","2010","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","BYZ","2005","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","KJTR","2016","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","3","ST","1550","εχαρην","γαρ","λιαν","ερχομενων","αδελφων","και","μαρτυρουντων","σου","τη","αληθεια","καθωσ","συ","εν","αληθεια","περιπατεισ","|"
"25","3JN","1","4","GA 01","325-360","μιζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα","|"
"25","3JN","1","4","GA 03","325-349","μειζοτεραν","τουτων","","ουκ","εχων","χαριν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα","|"
"25","3JN","1","4","GA 02","375-499","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα","|"
"25","3JN","1","4","GA 04","375-499","μειζοτεραν","τουτων","χαραν","ουκ","εχω","","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα","|"
"25","3JN","1","4","Nestle","1904","μειζοτέραν","τούτων","","οὐκ","ἔχω","χαράν","ἵνα","ἀκούω","τὰ","ἐμὰ","τέκνα","ἐν","τῇ","ἀληθείᾳ","περιπατοῦντα","|"
"25","3JN","1","4","WH","1885","μειζοτεραν","τουτων","","ουκ","εχω","χαριν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα","|"
"25","3JN","1","4","SBL","2010","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","τη","αληθεια","περιπατουντα","|"
"25","3JN","1","4","BYZ","2005","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα","|"
"25","3JN","1","4","KJTR","2016","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα","|"
"25","3JN","1","4","ST","1550","μειζοτεραν","τουτων","","ουκ","εχω","χαραν","ινα","ακουω","τα","εμα","τεκνα","εν","","αληθεια","περιπατουντα","|"
