"book_num","book_id","chapter","verse","manuscript","date","words",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"2JN",1,1,"GA 0232","275-324",,,"*","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθεια","και","ουκ","εγω",,"μονοσ","αλλα",,"παντεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"GA 01","325-360","ο","πρεσβυτεροσ","εκλεκτη","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθια","και","ουκ","εγω",,"μονοσ","αλλα","και","πατεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"GA 03","325-349","ο","πρεσβυτεροσ","εκλεκτη","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθεια","και","ουκ","εγω",,"μονοσ","αλλα","και","παντεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"GA 02","375-499","ο","πρεσβυτεροσ","εκλεκτη","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθεια",,"ουκ","εγω","δε","μονοσ","αλλα","και","παντεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"WH",1885,"ο","πρεσβυτεροσ","εκλεκτη","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθεια","και","ουκ","εγω",,"μονοσ","αλλα","και","παντεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"ST",1550,"ο","πρεσβυτεροσ","εκλεκτη","κυρια","και","τοισ","τεκνοισ","αυτησ","ουσ","εγω","αγαπω","εν","αληθεια","και","ουκ","εγω",,"μονοσ","αλλα","και","παντεσ","οι","εγνωκοτεσ","την","αληθειαν","|",,,,,,,
24,"2JN",1,1,"Nestle",1904,"Ὁ","πρεσβύτερος","ἐκλεκτῇ","κυρίᾳ","καὶ","τοῖς","τέκνοις","αὐτῆς","οὓς","ἐγὼ","ἀγαπῶ","ἐν","ἀληθείᾳ","καὶ","οὐκ","ἐγὼ",,"μόνος","ἀλλὰ","καὶ","πάντες","οἱ","ἐγνωκότες","τὴν","ἀλήθειαν","|",,,,,,,
24,"2JN",1,2,"GA 0232","275-324","δια","την","αληθεια","τη","μενουσαν","εν","ημειν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"GA 01","325-360","δια","την","αληθειαν","την","μενουσαν","εν","ημιν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"GA 03","325-349","δια","την","αληθειαν","την","μενουσαν","εν","ημιν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"GA 02","375-499","δια","την","αληθειαν","την","ενοικουσαν","εν","ημιν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"WH",1885,"δια","την","αληθειαν","την","μενουσαν","εν","ημιν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"ST",1550,"δια","την","αληθειαν","την","μενουσαν","εν","ημιν","και","μεθ","ημων","εσται","εισ","τον","αιωνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,2,"Nestle",1904,"διὰ","τὴν","ἀλήθειαν","τὴν","μένουσαν","ἐν","ἡμῖν","καὶ","μεθ’","ἡμῶν","ἔσται","εἰς","τὸν","αἰῶνα","|",,,,,,,,,,,,,,,,,,
24,"2JN",1,3,"GA 0232","275-324","εσται","μεθ","ημων","χαρισ","ελαιοσ","ειρηνη","παρα","θυ","παρσ","και","παρα",,"ιηυ","χρυ","του","υυ",,"του","παρσ","εν","αληθεια",,"αγαπη","|",,,,,,,,,
24,"2JN",1,3,"GA 01","325-360","εσται","μεθ","ημων","χαρισ","ελεοσ","ειρηνη","απο","θυ","πατροσ","και",,"κυ","ιυ","χυ","του","υυ","αυτου","του","πατροσ","εν","αληθεια","και","αγαπη","|",,,,,,,,,
24,"2JN",1,3,"GA 03","325-349","εσται","μεθ","ημων","χαρισ","ελεοσ","ειρηνη","παρα","θυ","πατροσ","και","παρα",,"ιυ","χυ","του","υιου",,"του","πατροσ","εν","αληθεια","και","αγαπη","|",,,,,,,,,
24,"2JN",1,3,"GA 02","375-499",,,,"χαρισ","ελεοσ","ειρηνη","παρα","θυ","πρσ","και","παρα",,"ιυ","χυ","του","υιου",,"του","πρσ","εν","αληθεια","και","αγαπη","|",,,,,,,,,
24,"2JN",1,3,"WH",1885,"εσται","μεθ","ημων","χαρισ","ελεοσ","ειρηνη","παρα","θεου","πατροσ","και","παρα",,"ιησου","χριστου","του","υιου",,"του","πατροσ","εν","αληθεια","και","αγαπη","|",,,,,,,,,
24,"2JN",1,3,"ST",1550,"εσται","μεθ","ημων","χαρισ","ελεοσ","ειρηνη","παρα","θεου","πατροσ","και","παρα","κυριου","ιησου","χριστου","του","υιου",,"του","πατροσ","εν","αληθεια","και","αγαπη","|",,,,,,,,,
24,"2JN",1,3,"Nestle",1904,"ἔσται","μεθ’","ἡμῶν","χάρις","ἔλεος","εἰρήνη","παρὰ","Θεοῦ","Πατρός","καὶ","παρὰ",,"Ἰησοῦ","Χριστοῦ","τοῦ","Υἱοῦ",,"τοῦ","Πατρός","ἐν","ἀληθείᾳ","καὶ","ἀγάπῃ","|",,,,,,,,,
24,"2JN",1,4,"GA 0232","275-324","εχαρην","λειαν","οτι","ευρον","εκ","των","τεκνων","σου","περιπατουντασ","εν","αληθεια","καθωσ","εντολην","ελαβομεν","παρα","του","παρσ","|",,,,,,,,,,,,,,,
24,"2JN",1,4,"GA 01","325-360","εχαρην","λιαν","οτι","ευρηκα","εκ","των","τεκνων","σου","περιπατουντασ","εν","αληθεια","καθωσ","εντολην","ελαβον","παρα","του","πατροσ","|",,,,,,,,,,,,,,,
