"book_num","book_id","chapter","verse","manuscript","date","words",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,38,"GA 032","375-499","ο","δε","ισ","αποκριθεισ","ειπεν","αυτω","ουκ","οιδατε","το","αιτισθαι","δυνασθαι","πιειν","το","ποτηριον","ο","εγω","πινω","η","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθηναι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,38,"WH",1885,"ο","δε","ιησουσ",,"ειπεν","αυτοισ","ουκ","οιδατε","τι","αιτεισθε","δυνασθε","πιειν","το","ποτηριον","ο","εγω","πινω","η","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθηναι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,38,"ST",1550,"ο","δε","ιησουσ",,"ειπεν","αυτοισ","ουκ","οιδατε","τι","αιτεισθε","δυνασθε","πιειν","το","ποτηριον","ο","εγω","πινω","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθηναι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,38,"Nestle",1904,"ὁ","δὲ","Ἰησοῦς",,"εἶπεν","αὐτοῖς","Οὐκ","οἴδατε","τί","αἰτεῖσθε","δύνασθε","πιεῖν","τὸ","ποτήριον","ὃ","ἐγὼ","πίνω","ἢ","τὸ","βάπτισμα","ὃ","ἐγὼ","βαπτίζομαι","βαπτισθῆναι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 01","325-360","οι","δε","ειπα","αυτω","δυναμεθα","ο","δε","ισ","ειπεν","αυτοισ","το",,"ποτηριον","ο","εγω","πινω","πιεσθε","και","το","βαπτισμα","ο","εγω","βαπτιζομε","βαπτισθησεσθε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 03","325-349","οι","δε","ειπαν","αυτω","δυνομεθα","ο","δε","ισ","ειπεν","αυτοισ","το",,"ποτηριον","ο","εγω","πεινω","πιεσθε","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθησεσθε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 02","375-499","οι","δε","ειπον","αυτω","δυναμεθα","ο","δε","ισ","ειπεν","αυτοισ","το","μεν","ποτηριο","ο","εγω","πινω","πιεσθαι","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθησεσθαι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 04","375-499","οι","δε","ειπον","αυτω","δυναμεθα","ο","δε","ισ","ειπεν","αυτοισ","το",,"ποτηριον","ο","εγω","πινω","πιεσθε","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθησεσθε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 05","375-499","οι","δε","ειπαν",,"δυναμεθα","ο","δε","ιησ","ειπεν","αυτοισ","το","μεν","ποτηριον","ο","εγω","πεινω","πειεσθαι","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθηεσθαι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"GA 032","375-499","οι","δε","ειπαν",,"δυναμεθα","το",,,,,,"μεν","ποτηριον","ο","εγω","πινω","πιεσθαι","και","το","βαπτισμα","ο","εγω","βαπτιζομε","βαπτισθησεσθαι","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"WH",1885,"οι","δε","ειπαν","αυτω","δυναμεθα","ο","δε","ιησουσ","ειπεν","αυτοισ","το",,"ποτηριον","ο","εγω","πινω","πιεσθε","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθησεσθε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"ST",1550,"οι","δε","ειπον","αυτω","δυναμεθα","ο","δε","ιησουσ","ειπεν","αυτοισ","το","μεν","ποτηριον","ο","εγω","πινω","πιεσθε","και","το","βαπτισμα","ο","εγω","βαπτιζομαι","βαπτισθησεσθε","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,39,"Nestle",1904,"οἱ","δὲ","εἶπαν","αὐτῷ","Δυνάμεθα","ὁ","δὲ","Ἰησοῦς","εἶπεν","αὐτοῖς","Τὸ",,"ποτήριον","ὃ","ἐγὼ","πίνω","πίεσθε","καὶ","τὸ","βάπτισμα","ὃ","ἐγὼ","βαπτίζομαι","βαπτισθήσεσθε·","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 01","325-360","το","δε","καθισαι","εκ","δεξιων","μου","η","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμασται","υπο","του","πατροσ","μου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 03","325-349","το","δε","καθισαι","εκ","δεξιων","μου","η","εξ","ευωνυμων",,"ουκ","εστι","εμον","δουναι","αλλ","οισ","ητοιμασται",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 02","375-499","το","δε","καθισαι","εκ","δεξιων","μου","και","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμασται",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 04","375-499","το","δε","καθισαι","εκ","δεξιων","μου","και","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ",,,,"οι","ητοιμασται",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 05","375-499","το","δε","καθισε","εκ","δεξιων","μου","η","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμαθαι",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"GA 032","375-499","το","δε","καθεισαι","εκ","δεξιων","μου","η","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμασται",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"WH",1885,"το","δε","καθισαι","εκ","δεξιων","μου","η","εξ","ευωνυμων",,"ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμασται",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"ST",1550,"το","δε","καθισαι","εκ","δεξιων","μου","και","εξ","ευωνυμων","μου","ουκ","εστιν","εμον","δουναι","αλλ","οισ","ητοιμασται",,,,,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,40,"Nestle",1904,"τὸ","δὲ","καθίσαι","ἐκ","δεξιῶν","μου","ἢ","ἐξ","εὐωνύμων",,"οὐκ","ἔστιν","ἐμὸν","δοῦναι","ἀλλ’","οἷς","ἡτοίμασται","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 01","325-360","και","ακουσατεσ","οι",,"δεκα","ηρξαντο","αγανακτειν","ϗ","περι",,"ιακωβου","και","ιωαννου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 03","325-349","και","ακουσαντεσ","οι",,"δεκα","ηρξαντο","αγανακτειν",,"περι",,"ιακωβου","και","ιωανου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 02","375-499","και","ακουσαντεσ","οι",,"δεκα",,"ηγανακτησαν",,"περι","των","δυο","αδελφω",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 04","375-499","και","ακουσαντεσ","οι",,"δεκα","ηρξαντο","αγανακτειν",,"περι",,"ιακωβου","και","ιωαννου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 05","375-499",,"ακουσαντεσ","οι","λοιποι","ι","ηρξαντο","αγανακτειν",,"περι","του","ιακωβου","και","ιωαννου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"GA 032","375-499","και","ακουσαντεσ","οι",,"δεκα","ηρξαντο","αγανακτειν",,"περι",,"ιακωβου","ϗ","ιωαννου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"WH",1885,"και","ακουσαντεσ","οι",,"δεκα","ηρξαντο","αγανακτειν",,"περι",,"ιακωβου","και","ιωανου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"ST",1550,"και","ακουσαντεσ","οι",,"δεκα","ηρξαντο","αγανακτειν",,"περι",,"ιακωβου","και","ιωαννου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,41,"Nestle",1904,"Καὶ","ἀκούσαντες","οἱ",,"δέκα","ἤρξαντο","ἀγανακτεῖν",,"περὶ",,"Ἰακώβου","καὶ","Ἰωάνου","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 01","325-360","και",,,"προσκαλεσαμενοσ","αυτουσ",,"ισ","λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνω",,"κατακυριευουσιν","αυτων","και","οι","βασιλεισ",,"κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 03","325-349","και",,,"προσκαλεσαμενοσ","αυτουσ","ο","ισ","λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνω",,"κατακυριευουσιν","αυτων","και","οι","μεγαλοι","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 02","375-499","ο","δε","ισ","προσκαλεσαμενοσ","αυτουσ",,,"λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνω",,"κατακυριευουσιν","αυτων","και","οι","μεγαλοι","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 04","375-499","και",,,"προσκαλεσαμενοσ","αυτουσ","ο","ισ","λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνων",,"κατακυριευουσιν","αυτων","και","οι","βασιλεισ","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 05","375-499","και",,,"προσκαλεσαμενοσ","αυτουσ","ο","ιησ","λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνων","και","κατακυριευσουσιν","αυτων","και","οι","μεγαλοι","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"GA 032","375-499","ο","δε",,"προσκαλεσαμενοσ",,,,"λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνω",,"κατακυριευουσιν","αυτων","και","ου","μεγαλοι","αυτων","κατεξουσιαζουσιν",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"WH",1885,"και",,,"προσκαλεσαμενοσ","αυτουσ","ο","ιησουσ","λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνων",,"κατακυριευουσιν","αυτων","και","οι","μεγαλοι","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"ST",1550,"ο","δε","ιησουσ","προσκαλεσαμενοσ","αυτουσ",,,"λεγει","αυτοισ","οιδατε","οτι","οι","δοκουντεσ","αρχειν","των","εθνων",,"κατακυριευουσιν","αυτων","και","οι","μεγαλοι","αυτων","κατεξουσιαζουσιν","αυτων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,42,"Nestle",1904,"καὶ",,,"προσκαλεσάμενος","αὐτοὺς","ὁ","Ἰησοῦς","λέγει","αὐτοῖς","Οἴδατε","ὅτι","οἱ","δοκοῦντες","ἄρχειν","τῶν","ἐθνῶν","κατακυριεύουσιν",,"αὐτῶν","καὶ","οἱ","μεγάλοι","αὐτῶν","κατεξουσιάζουσιν","αὐτῶν","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 01","325-360","ουχ","ουτωσ","δε","εστιν","εν","υμι","αλλ","οσ","αν","θελη",,"μεγασ","γενεσθαι","εν","υμιν",,,,"εστω","υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 03","325-349","ουχ","ουτωσ","δε","εστιν","εν","υμιν","αλλ","οσ","αν","θελη",,"μεγασ","γενεσθαι","εν","υμιν",,,,"εσται","υμω","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 02","375-499","ουχ","ουτωσ","δε","εσται","εν","υμιν","αλλ","οσ","εαν","θελη","γενεσθαι","μεγασ",,"εν","υμιν",,,,"εσται","υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 04","375-499","ουχ","ουτωσ","δε","εστιν","εν","υμι","αλλ","οσ","εαν","θελη",,"μεγασ","γενεσθαι","εν","υμιν",,,,"εστω","υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 05","375-499","ουχ","ουτωσ",,"εστιν","εν","υμειν","αλλ","οσ","αν","θελη",,"μεγασ",,"εν","υμειν",,,"ειναι","εστε","υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"GA 032","375-499","ουχ","ουτωσ",,"εστιν","εν","υμιν","αλλ","οστισ","αν","θελη",,,,"εν","υμιν","μεγασ","γενεσθαι","εσται",,"υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"WH",1885,"ουχ","ουτωσ","δε","εστιν","εν","υμιν","αλλ","οσ","αν","θελη",,"μεγασ","γενεσθαι","εν","υμιν",,,,"εσται","υμων","διακονοσ",,"|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"ST",1550,"ουχ","ουτω","δε","εσται","εν","υμιν","αλλ","οσ","εαν","θελη","γενεσθαι","μεγασ",,"εν","υμιν",,,"εσται",,,"διακονοσ","υμων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,43,"Nestle",1904,"οὐχ","οὕτως","δέ","ἐστιν","ἐν","ὑμῖν·","ἀλλ’","ὃς","ἂν","θέλῃ",,"μέγας","γενέσθαι","ἐν","ὑμῖν",,,"ἔσται",,"ὑμῶν","διάκονος","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 01","325-360","και","οσ","αν","θελη","εν","υμιν","ειναι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 03","325-349","και","οσ","αν","θελη","εν","υμιν","ειναι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 02","375-499","και","οσ","εαν","θελη",,"υμων","γενεσθαι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 04","375-499","και","οσ","εαν","θελη","εν","υμιν","ειναι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 05","375-499","και","οσ","αν","θελη",,"υμων","ειναι","πρωτοσ","εσται","υμων",,"δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"GA 032","375-499","και","οσ","αν","θελη",,"υμων","ειναι","πρωτοσ","εσται","υμων","παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"WH",1885,"και","οσ","αν","θελη","εν","υμιν","ειναι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"ST",1550,"και","οσ","αν","θελη",,"υμων","γενεσθαι","πρωτοσ","εσται",,"παντων","δουλοσ","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,44,"Nestle",1904,"καὶ","ὃς","ἂν","θέλῃ","ἐν","ὑμῖν","εἶναι","πρῶτος","ἔσται",,"πάντων","δοῦλος·","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 01","325-360","και","γαρ","ο","υσ","του","ανθρωπου","ουκ","ηλθε","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 03","325-349","και","γαρ","ο","υιοσ","του","ανθρωπου","ουκ","ηλθε","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλω","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 02","375-499","και","γαρ","ο","υιοσ","του","ανου","ουκ","ηλθε","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 04","375-499","και","γαρ","ο","υσ","του","ανου","ουκ","ηλθεν","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 05","375-499","και","γαρ","ο","υιοσ","του","ανθρωπου","ουκ","ηλθεν","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"GA 032","375-499","και","γαρ","ο","υισ","του","ανου","ουκ","ηλθεν","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λουτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"WH",1885,"και","γαρ","ο","υιοσ","του","ανθρωπου","ουκ","ηλθεν","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"MRK",10,45,"ST",1550,"και","γαρ","ο","υιοσ","του","ανθρωπου","ουκ","ηλθε","διακονηθηναι","αλλα","διακονησαι","και","δουναι","την","ψυχην","αυτου","λυτρον","αντι","πολλων","|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
